0.000000000000000000e+00,0.000000000000000000e+00,1.010101010101010166e+00,2.020202020202020332e+00,3.030303030303030276e+00,4.040404040404040664e+00,5.050505050505051052e+00,6.060606060606060552e+00,7.070707070707070940e+00,8.080808080808081328e+00,9.090909090909091717e+00,1.010101010101010210e+01,1.111111111111111249e+01,1.212121212121212110e+01,1.313131313131313149e+01,1.414141414141414188e+01,1.515151515151515227e+01,1.616161616161616266e+01,1.717171717171717304e+01,1.818181818181818343e+01,1.919191919191919382e+01,2.020202020202020421e+01,2.121212121212121460e+01,2.222222222222222499e+01,2.323232323232323537e+01,2.424242424242424221e+01,2.525252525252525260e+01,2.626262626262626299e+01,2.727272727272727337e+01,2.828282828282828376e+01,2.929292929292929415e+01,3.030303030303030454e+01,3.131313131313131493e+01,3.232323232323232531e+01,3.333333333333333570e+01,3.434343434343434609e+01,3.535353535353535648e+01,3.636363636363636687e+01,3.737373737373737725e+01,3.838383838383838764e+01,3.939393939393939803e+01,4.040404040404040842e+01,4.141414141414141881e+01,4.242424242424242919e+01,4.343434343434343958e+01,4.444444444444444997e+01,4.545454545454546036e+01,4.646464646464647075e+01,4.747474747474748114e+01,4.848484848484848442e+01,4.949494949494949481e+01,5.050505050505050519e+01,5.151515151515151558e+01,5.252525252525252597e+01,5.353535353535353636e+01,5.454545454545454675e+01,5.555555555555555713e+01,5.656565656565656752e+01,5.757575757575757791e+01,5.858585858585858830e+01,5.959595959595959869e+01,6.060606060606060908e+01,6.161616161616161946e+01,6.262626262626262985e+01,6.363636363636364024e+01,6.464646464646465063e+01,6.565656565656566102e+01,6.666666666666667140e+01,6.767676767676768179e+01,6.868686868686869218e+01,6.969696969696970257e+01,7.070707070707071296e+01,7.171717171717172334e+01,7.272727272727273373e+01,7.373737373737374412e+01,7.474747474747475451e+01,7.575757575757576490e+01,7.676767676767677528e+01,7.777777777777778567e+01,7.878787878787879606e+01,7.979797979797980645e+01,8.080808080808081684e+01,8.181818181818182723e+01,8.282828282828283761e+01,8.383838383838384800e+01,8.484848484848485839e+01,8.585858585858586878e+01,8.686868686868687917e+01,8.787878787878788955e+01,8.888888888888889994e+01,8.989898989898991033e+01,9.090909090909092072e+01,9.191919191919193111e+01,9.292929292929294149e+01,9.393939393939395188e+01,9.494949494949496227e+01,9.595959595959597266e+01,9.696969696969696884e+01,9.797979797979797922e+01,9.898989898989898961e+01,1.000000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+01,1.016360166965960232e+01,9.897120076542588407e+00,9.731274163798511623e+00,9.721513257517422346e+00,9.654939107769473949e+00,9.585219649162212363e+00,1.079213798867763963e+01,1.088287596743243668e+01,9.599269488417901286e+00,9.195223610811932957e+00,1.069176754520869110e+01,1.034808312852018730e+01,1.095903481558085524e+01,1.099026236880318130e+01,1.062212992410920620e+01,1.271428890923783150e+01,9.999215732028968517e+00,8.970578602451702466e+00,1.098418292313796840e+01,1.157480552391511885e+01,8.296467031353827792e+00,1.063659840964989378e+01,1.172793658008637685e+01,9.386545009848171972e+00,1.119702604499746279e+01,8.965602660195330031e+00,1.054335940266220639e+01,1.031360333412610508e+01,1.297094262025614242e+01,7.373172651120882826e+00,1.337641674537948333e+01,3.625532715226870373e+00,1.658980991546415140e+01,7.686446529836977959e+00,9.979495650820588537e+00,4.958701526691822181e-01,5.585666734013455148e+00,6.825302118406918694e+00,4.755485300645585056e+00,1.522860264730906898e+01,1.684463460529995160e+01,1.157704946605280583e+01,9.046070954230248873e+00,1.159523203904570110e+01,8.724277574630161070e+00,7.664142006535195506e+00,4.548191325993821366e+00,6.607889238205006066e+00,1.986351947548146413e+01,1.221809792270279971e+01,1.149508989544775162e+01,1.969728997552167016e-01,6.389460757363314869e+00,1.075458895027527539e+01,1.043726211251099301e+01,1.087754328295068795e+01,1.276149114538227991e+01,1.363553038273113316e+01,5.017827798455770427e+00,1.849019243761507880e+01,1.044375597263785593e+00,2.580765152573172472e+01,2.372749299554450175e+01,1.059995954205466617e+01,9.445000355501839806e+00,1.708462597194618127e+00,1.412302323784461677e+01,1.112186174990315735e+01,1.643347969311195911e+01,5.674601029275068598e+00,5.374386959154815457e-01,1.484471561509270288e+01,-4.339839930232949783e+00,-7.721155377943880183e-01,1.541868141960352467e+01,1.140665958599731766e+01,3.549437998309838527e+00,1.284629242126563398e+01,3.114800990483583831e+00,2.952514486290431606e+01,5.716572462497566676e-01,2.091566007580599873e+01,6.426247624925535362e+00,3.780699733797380446e+00,2.035540533943006025e+01,-4.305671619396727934e+00,-1.142994571859938802e+00,1.080454161383585188e+00,-1.975149000742845828e+00,1.730060147499330725e+01,1.285092828351275251e+01,5.861592991415070841e+00,2.237162721123601017e+01,2.373036588362786858e+01,-4.167175711146331452e-01,1.437513276691207054e+01,1.448582852797846954e+01,-2.708579995095481863e+00,6.978414226980538260e+00
1.010101010101010083e-01,1.000000000000000000e+01,9.994551186678632959e+00,1.008897702416712860e+01,1.012814999882423628e+01,1.021856614452877210e+01,9.524042976411026373e+00,9.160271307316961042e+00,8.934347204282630628e+00,1.087216748899516183e+01,1.132362353558184154e+01,9.520069358316241903e+00,8.694349938255193422e+00,9.977075021495803497e+00,7.752801097523239093e+00,8.895685124738189842e+00,1.209669085986265280e+01,1.316269164212921261e+01,9.854216769075158311e+00,8.950056770712233600e+00,1.004968941281590133e+01,1.176789713736051013e+01,9.104755874858085463e+00,8.258848099190441161e+00,9.999524657651054582e+00,1.135930147692824299e+01,6.797648317561341358e+00,1.179100228274034556e+01,1.339111608204046711e+01,1.055317602351058781e+01,9.088403414632624688e+00,1.371360983936584255e+01,6.305170080646051112e+00,1.667870623889591641e+01,1.001506770472787089e+01,7.338965291230331367e+00,1.323874235038506519e+01,8.467386091033937134e+00,1.000715965152432396e+01,8.549723502194257918e+00,8.525575198279037537e+00,7.147173240645296133e+00,4.341165697053332551e+00,3.482979049785982717e+00,1.851308949048996055e+01,7.243056076782724340e+00,9.208022175090530226e+00,1.611746293682583442e+01,8.957927207082256871e+00,1.525968213031958420e+01,9.796442488288608530e+00,1.229329988887756464e+01,1.507215059404834889e+01,1.195939230590138180e+01,3.729402218923958401e+00,2.091117172985026684e+01,1.010079941338854148e+01,1.110953504511047996e+01,1.402930862868183581e+01,1.439695902854611020e+00,4.833197267736029978e+00,1.830273621125642336e+01,7.948804807271237394e+00,1.268689533211012233e+01,4.558037727989241006e+00,1.068324612558237874e+01,4.922005490835145380e+00,2.210948644958250497e+01,1.484854136158606686e+01,1.264685556846400694e+01,1.731976523955827929e+01,6.976365497774891011e+00,8.771699503164196443e+00,9.793465173124252132e+00,6.375184790821591285e+00,1.147671103309304641e+01,1.658752662061380789e+01,7.773107303853537431e+00,1.294360340952911770e+01,5.285084234275364778e+00,2.735000473281111510e+00,6.874076677758583998e+00,1.434294842429109806e+01,4.280332721253910400e+00,6.834806028029174030e+00,1.022148376262839520e+01,1.804627787810223793e+01,9.474188510437171473e+00,4.689522989243177342e+00,8.941727888692861725e+00,5.460975327192000073e+00,2.183490702710046527e+00,6.439069131981948857e+00,1.170197757161394847e+01,1.095214499080597648e+00,1.064452416606222407e+01,3.077478416610416545e+00,9.913077720136078241e+00,9.856317561976119634e+00,2.262629816668960814e+01,1.370694539649593580e+01
2.020202020202020166e-01,1.000000000000000000e+01,1.008888756687529131e+01,9.880856230277020202e+00,1.046714477897383766e+01,9.199715913208274642e+00,9.817856954110595780e+00,9.420927217338704196e+00,9.532221530158064837e+00,1.159936225171232671e+01,8.988179059360504652e+00,1.217193247523950639e+01,9.807582269211073012e+00,1.140009398390123074e+01,8.396897963958334543e+00,9.589826451782066385e+00,1.021609853159571202e+01,1.001457427584420934e+01,7.445577697561322594e+00,9.382629831955581423e+00,1.051270059072142260e+01,7.376278649362323137e+00,7.738599585807612868e+00,8.913860505031582449e+00,1.149825272151000988e+01,9.845030593630056615e+00,8.579291739208683154e+00,1.223264684637928745e+01,8.857173488744544798e+00,6.184905728972660555e+00,8.669213450562224921e+00,6.199632951965471150e+00,1.120641258830018216e+01,1.605970669776123927e+01,4.481279254731720840e+00,9.765660181005198837e+00,9.900553583774204469e+00,8.220930267827199600e+00,1.270896445026084898e+01,1.034439836317621619e+01,9.359754537791580731e+00,1.059753658748890892e+01,1.095272429467484443e+01,9.725696189073014253e+00,1.167444568193627852e+01,1.601065066074797727e+01,1.425081428059764121e+00,7.383005648224273187e+00,1.821772228059282739e+01,1.205713686083705483e+01,1.543342145479286387e+01,1.344357302173994917e+01,1.269181272366667734e+01,8.442156094854492920e+00,1.142182175882036965e+01,1.087410489695184701e+01,-6.204879890864258840e-01,1.137045165221126730e+01,8.297916205613530494e+00,4.595020018380662208e-01,1.052910746496168848e+01,1.039966104401150560e+01,1.802686004144781862e+01,2.122067232788039348e+01,3.151176974256698848e+00,1.186521451849848852e+01,7.831820689622446707e+00,2.397216684087658223e+01,1.947069347483810731e+01,1.660727299387421141e+00,1.287355387805499340e+01,1.790791062253185473e+01,4.615282025960802947e+00,1.881729957462928127e+01,3.812403372015644720e+00,1.518881339359372973e+01,8.785077399321741254e+00,1.636586505347285936e+01,4.065679316991194447e+00,2.854530837237500229e+00,3.362986809786026754e+01,1.688365239782347871e+01,-1.567283055448969620e+00,-9.199050043961911172e+00,1.087831523799688860e+01,-2.172084249047818716e+00,1.452960466081265167e+01,4.049708895707180289e-01,8.007292678108241191e+00,2.587872049672743202e+00,8.954088234480833464e+00,1.108899432426370524e+01,2.056983841848264305e+01,1.584501148562523909e+01,1.728547551703805141e+01,1.927346970942118887e+01,1.876831337481267070e+00,1.309704698990722349e+01,9.882604261227395881e+00,3.446246348640537249e+00,1.050797259610889078e+01
3.030303030303030387e-01,1.000000000000000000e+01,1.003862635093938493e+01,9.727746449130034279e+00,9.889165096112217057e+00,9.908777222401777607e+00,1.022239253365333767e+01,1.056728440666866220e+01,1.050801662848801321e+01,1.070401416428280328e+01,8.667351622175841541e+00,1.211762365411622966e+01,1.173840847480472327e+01,8.841881030701088662e+00,1.111536863767110539e+01,8.830746706885710395e+00,9.857762758334423836e+00,1.063076307033933254e+01,1.178824134345579822e+01,7.812206510361586531e+00,1.074629246616130729e+01,9.573115059939752314e+00,9.105762239696028715e+00,9.570394655095237013e+00,6.362086575804699606e+00,1.361068354524520885e+01,1.428046610355067969e+01,1.156133265080849881e+01,8.973105768263126336e+00,4.029788414080442749e+00,1.146971498357113539e+01,1.014093197594944407e+01,6.797986081836911332e+00,6.232486464777387880e+00,8.385745669483000597e+00,7.036200259379908672e+00,1.424022582030291062e+01,5.817610342543091839e+00,1.309337584970896629e+01,6.564951366852340264e+00,1.183648238379510076e+01,9.326459775389748685e+00,9.598863411605689677e+00,8.689534940960228937e+00,1.323883013640955397e+01,1.161526270521976656e+01,1.229141920597420778e+00,1.101659643517571929e+01,1.505204239366142716e+01,6.524544551175594620e+00,1.297277814953072550e+01,1.374979894450924078e+01,1.344054412783249219e+01,2.813348702800353429e+00,2.145800440399850828e+01,5.816088578042083235e+00,4.231848231495241031e+00,1.161271939965964783e+01,3.405375972109087712e+00,8.888481976699262432e+00,9.999052348158409487e+00,1.149381802736860081e+01,1.967339509881149695e-01,9.022171813813447017e+00,-3.366768923843578065e+00,6.820101589126413621e+00,2.320530223497477351e+01,6.388193224354148825e+00,4.920301005086760604e+00,1.763901736187411018e+01,1.934537205894852008e+01,1.236884051892268133e+01,1.004727107035702893e+01,1.291696845788584902e+01,1.602493175298203454e+01,-1.000674104396058439e+01,1.127118485794667357e+01,3.576751519643570632e+00,1.741063656879788368e+00,1.755330857667195943e+01,-1.604082053974448030e+00,1.860614252179097505e+01,6.293416694622690599e+00,1.928213449648282563e+00,3.135802355406113406e+01,2.573902097663792965e+00,1.604066275871809921e+01,4.594411223900133123e+00,-1.150136613858071044e+01,2.462189418912630856e+01,2.256417600740245533e+01,-6.125535101158508411e+00,6.283168342594358968e+00,1.811328048970674942e+01,6.577346325869619648e+00,1.012329950675442980e+01,1.158994900565472363e+01,3.064821678018076589e+00,5.392028821849681464e-01,1.049275645159796788e+01,1.688308910045017086e+01
4.040404040404040331e-01,1.000000000000000000e+01,1.007566421717422500e+01,1.013025194008399232e+01,9.776379036801399636e+00,9.807416568008605395e+00,1.029250926872440353e+01,1.096029715453649978e+01,9.230097758578978073e+00,1.067977957385944698e+01,1.104486579280890446e+01,1.009411365544353600e+01,8.173330805243187669e+00,1.058764814106723229e+01,9.668928352267984749e+00,8.451011036370211116e+00,1.121841967044329103e+01,1.114877472033369088e+01,1.307490458828457136e+01,1.069078854130399669e+01,1.137234825646068082e+01,6.039852793211747617e+00,8.823660598294699398e+00,1.385618995484757932e+01,8.094543069941416036e+00,8.588051322148269051e+00,1.137725628509632614e+01,7.974578698049622716e+00,1.189336410279513956e+01,6.101273229980403556e+00,1.065453715875829488e+01,1.110479633320021797e+01,1.040274731972488276e+01,1.341539264211207438e+01,4.830572983613346416e+00,6.719164587109148101e+00,1.371222296946193708e+01,9.499364422359356297e+00,1.054748011077211345e+01,1.023906695722116034e+01,1.546659264133137413e+01,1.419942991210551853e+01,1.191831215079660566e+01,7.072370056248051817e+00,1.348670274773137479e+01,6.050389952592684750e+00,1.885863182496554202e+01,1.339601384072493140e+01,1.766673766878081864e+01,8.481497707035481781e+00,1.186847181205931712e+01,1.531146577544640230e+01,5.054826984293299574e+00,1.273351648476807085e+01,1.643769572446692706e+01,6.239779196173318887e+00,9.230857083966402143e+00,1.265710129005326934e+01,1.017705899858383312e+01,8.468639631795181089e+00,-4.673339648568575200e+00,2.217980671837342754e+01,1.152687330962347723e+01,1.578596548584684101e+01,1.051562219650832652e+01,5.867591742140223943e+00,1.114360530505968860e+01,1.067779958392115169e+01,1.094419569807349468e+01,8.011244774546096181e+00,1.294050137888585894e+01,6.732508548993028086e+00,1.080945602866542110e+01,3.100069483260846859e+00,4.379264232401016699e+00,9.171661672160499990e+00,8.788078244489749835e-01,1.371329302030755848e+01,-1.289006321445535619e+00,6.959634275076034271e+00,1.404450196566426712e+01,1.365245916340950849e+01,1.034011807519706849e+01,1.329504337851161111e+01,2.880064521252617382e+01,2.051452607498132608e+01,3.175883556397633534e+00,1.072788814988900263e+01,1.221854920990944926e+01,9.144158832107711632e+00,1.072462703325884981e+01,-2.062096944745249871e+01,2.541295999965791452e+01,1.219101426038578140e+01,-4.988724942751028735e+00,1.840521120844962155e+01,1.161540031403068518e+01,2.023268448913643880e+01,8.163603113677275758e-01,1.912354249594372391e+01,1.506702084517626261e+01
5.050505050505050830e-01,1.000000000000000000e+01,1.009232818310267632e+01,1.017580754457856962e+01,9.657146578403500214e+00,8.953983521186051675e+00,9.841440266049762187e+00,1.122362910003163883e+01,1.049671970415647770e+01,1.072778709585271528e+01,1.024135011220442593e+01,8.962166683894189134e+00,9.927438163149222561e+00,1.031522460876421832e+01,1.009059815364667401e+01,1.045244977826046551e+01,9.616460123723292952e+00,1.086395392766894652e+01,6.733290450977169606e+00,6.839989398030600576e+00,9.222059700615387712e+00,1.016688966836558450e+01,9.131893121621780907e+00,1.362189523018973958e+01,9.623514332310813657e+00,8.752325749863057780e+00,1.069658645927418661e+01,1.044713895028210437e+01,1.260946034879516020e+01,1.140124422573857998e+01,9.574148157552548000e+00,9.463908922832652948e+00,9.214745569571892503e+00,1.106910373066160957e+01,1.024447024860881683e+01,1.164644528210850538e+01,1.093249093441361453e+01,1.424874766933063164e+01,1.094594055558280132e+01,1.122556766298303899e+01,9.226483056861621179e+00,1.246946683415378665e+01,3.778675705610694990e+00,1.216079541393007091e+01,8.703555767138066557e+00,8.694703708417296895e+00,1.295549901401109238e+01,1.023968909650434256e+01,9.336154422088245752e+00,8.877553793762462675e-01,3.944478759023031245e-01,1.083088012456939708e+01,1.450282431222035839e+01,1.545785364773644588e+01,1.659748289094920892e+01,8.000637519942991105e+00,5.796219460458305051e+00,1.643210058797015094e+01,1.698294768482470829e+01,1.179326182617606378e+01,1.204808599851543249e+01,1.372087447994987386e+01,3.741152533301136174e+00,1.892214524129086684e+01,9.687406441754420783e+00,5.157488584649496666e+00,8.149101155232267857e+00,2.482192623244969809e+01,9.241889813926677633e+00,2.006726404041382494e+01,1.104592289283773887e+01,1.667609927012052040e+01,1.688925351332173364e+00,8.917900045786652186e+00,1.027148142124290509e+01,1.999589774591363778e-01,1.548887224463574341e+01,1.255581091337354849e+00,2.671980448909077666e+01,1.068059028366655738e+01,5.593142165701190827e+00,-2.937195894768771964e+00,8.175049336984891113e+00,7.650803576192434896e+00,8.690606769724976033e+00,1.680116488494156712e+01,1.040698986241560320e+01,7.398172955719875432e+00,2.055835280072403037e+01,2.673280441450961220e+00,1.315747148761128216e+01,-1.797964332266442256e+00,-1.026210483831198061e+00,9.596498824047801079e+00,-5.405766207745040575e+00,1.316704736903260375e+01,1.145477917597185602e+01,9.829885336959495845e+00,1.094506374016460271e+01,1.237819712912057213e+01,2.010836001281899854e+01
6.060606060606060774e-01,1.000000000000000000e+01,1.002262613481991949e+01,9.976164283032634472e+00,9.880718193391258453e+00,1.013052394503999842e+01,1.051742949486643575e+01,1.025908047348221608e+01,1.034717788844281827e+01,1.079199804387169337e+01,1.024162846130687399e+01,1.181551566928820307e+01,1.006039723119551255e+01,9.984554974774942693e+00,1.037393535758381979e+01,1.279741754221629613e+01,1.096461231858318541e+01,8.848429026895843208e+00,1.096117155952702760e+01,9.917299532167909604e+00,1.168423707619483665e+01,8.741124726980654458e+00,1.213726983843717555e+01,1.221572337565838495e+01,7.472410687555701259e+00,8.941480336652675831e+00,7.890369554825134912e+00,1.258541710974313688e+01,1.121569296700372753e+01,1.222163962863119657e+01,1.805080041556833947e+01,1.157656426349368495e+01,6.720021947207513335e+00,8.845897585003214658e+00,6.054121812765128396e+00,7.608266523611321830e+00,7.553042143085741955e+00,1.130146453627722103e+01,1.483882745445552942e+01,8.893725263063517517e+00,1.052684009976948154e+01,1.473980107129129635e+01,1.507352168263842884e+00,1.762761375494841687e+00,1.252353065311144320e+00,7.583378166315259961e+00,7.400184581347664547e+00,6.162780455323199291e+00,1.492930273660561014e+01,7.536204125369033946e+00,1.697876806560504903e+01,9.704785584238127427e+00,1.370551199789034236e+01,3.454632947646140373e+00,7.563337122431931903e+00,1.727247567381925464e+01,5.647222526097578132e+00,1.837839022116842358e+00,1.715570145314676864e+01,1.565448525576103478e+01,4.763208870535276418e+00,1.480318374800257075e+01,4.299035199866969137e+00,1.433472618626303685e+01,2.372052532210840425e+01,1.855552138087985625e+01,8.043356791109523840e+00,1.140010684819120890e+01,5.323335277966362966e+00,1.600489217017999266e+01,9.222695926012091761e+00,1.509492820080623332e+01,1.182854989890085307e-01,1.223089421774178831e+01,2.042252666473974543e+01,6.820989501703836666e+00,1.039402616363003062e+01,1.095482639781827849e+01,1.557060404839655376e+01,1.539271946022476456e+01,-1.501347241168398128e+00,1.840913890028961220e-01,1.376195337621739689e+01,1.890362432029940720e+01,-4.413929918956011278e+00,1.456208667470654561e+01,7.864365537412460583e+00,9.471158408814739360e+00,-5.275020486633318129e+00,1.580857524044494156e+01,-3.872351604404874692e+00,1.341631291980457164e+01,-4.472435760257756243e+00,8.751096660754075884e+00,1.192662529117309589e+01,6.856818109978012998e+00,-1.393819210724014823e+00,1.110116624362310134e+01,1.210697223499052910e+01,1.235772346953373457e+00,-8.002256154893832019e+00
7.070707070707070718e-01,1.000000000000000000e+01,9.954028902463482709e+00,1.005037852864844972e+01,9.780981313254555332e+00,9.418950055942927335e+00,1.005437416972024600e+01,9.698708771973109322e+00,1.036765454373944273e+01,9.445530694529205462e+00,9.281566861727121420e+00,8.640422505862805025e+00,1.031175827365732545e+01,1.066507890981387341e+01,1.068946491393063347e+01,9.403302373113238133e+00,1.111191673865416263e+01,7.427160579974272814e+00,9.180536730811070356e+00,1.050905089025192929e+01,1.210041726675280671e+01,1.088654262580084975e+01,1.003533287308531463e+01,7.582028547638007154e+00,9.556052530416286217e+00,7.058614050397004291e+00,6.563485453847010653e+00,7.767787745219324691e+00,1.228039914228124374e+01,1.220824767369350816e+01,6.266562740513117902e+00,6.552385943401446866e+00,9.895899218527022256e+00,5.737604931361656391e+00,8.247114461344525083e+00,5.925207894343994752e+00,8.382764281073669110e+00,1.036067058041322220e+01,1.685536280319316305e+01,9.193802946460506220e+00,1.333324289049755507e+01,9.520646137339561221e-02,4.445698205948392712e+00,6.459267297656332119e+00,1.267495258792715518e+01,2.678265897192241951e+00,1.098974497823426688e+01,1.221427093647196926e+01,9.274351611988532085e+00,1.898929200382822557e+01,1.089294707962927156e+01,1.268638986899923715e+01,5.458774138698458955e-01,1.527757174939512552e+01,6.976319151388824302e+00,1.017257721435376361e+01,1.201678001892784131e+01,5.414142773293905364e+00,1.259713221402332906e+01,1.238433218445089423e+01,7.741370648329757742e+00,1.650652970768618388e+01,6.494467671276035858e+00,1.047276530608995238e+01,2.889044729533658540e-01,1.229905800687799200e+01,7.166150128447368317e+00,3.902160618957145388e+00,1.907309018950681789e+01,2.365263036931929186e+00,1.865027055188010152e+00,1.360867299110843476e+01,1.022541306633704394e+01,1.548639818904302601e+01,1.520429551107453747e+01,9.585447094631994958e+00,6.283713185385101596e+00,6.773727616943650887e+00,9.930481839682610001e+00,1.538534655869597501e+01,2.776772251497185451e+01,1.442209800942080022e+01,1.269039258215989996e+01,2.221140243213191923e+01,1.345679504219535616e+01,1.012259484163745071e+01,1.377393264254582306e+01,-4.799322184471778385e+00,2.245563687989312740e+01,1.091741442456582512e+01,1.672169707568014019e+01,1.892462131841713813e+01,-3.545592155086398023e+00,2.302792233774048469e+01,7.802706979163838596e+00,-8.895550221421437698e+00,1.319753978897074376e+01,1.120818565707140380e+01,9.337250037203213893e+00,1.677957300625933357e+01,8.652256906692887384e+00
8.080808080808080662e-01,1.000000000000000000e+01,1.003022368623584626e+01,1.005530282223998384e+01,9.585022535628265672e+00,1.010325863680482605e+01,9.992832975517142557e+00,9.918706496488921331e+00,9.746533017943535881e+00,1.124075598451998381e+01,1.033260578434264154e+01,9.577278746924935859e+00,1.085250383355270465e+01,8.631308480602344346e+00,8.580424686945434587e+00,1.262568331613155159e+01,9.812813439209667976e+00,1.165322136873670367e+01,8.310944769288481027e+00,1.432589558566850130e+01,1.346137024604573540e+01,7.852942319121163806e+00,8.869217625052604248e+00,9.922936133260419567e+00,7.653418776794284284e+00,1.162420765983670812e+01,7.318200147708313175e+00,9.708226305029855396e+00,8.342199056491748976e+00,1.326728083226762855e+01,1.109692051043719196e+01,1.117136069241168528e+01,1.017691994418222734e+01,7.638276838729578522e+00,5.407675085740857313e+00,3.736844058207910102e+00,1.156887901240862249e+01,9.034402553479063513e+00,9.273230555922427953e+00,6.656335322556859779e+00,1.621992088597226811e+01,9.239791455474779980e+00,7.800257617794966514e+00,7.257016151256519443e+00,7.468797594632929027e+00,1.282373501431459673e+01,1.065450060138274679e+01,1.441302745031729771e+01,1.030940541237132813e+01,1.029712094997095306e+01,1.504136893804219710e+01,8.786182873039621199e+00,5.169521524219680586e+00,5.084943054042046384e+00,8.613953963580161854e+00,1.384678721337519569e+01,4.606423074608489543e+00,1.802964544858846097e+01,1.172017794735695873e+01,1.548020261514298568e+01,1.614533805362777841e+01,7.679368012066069227e+00,1.314123767796624342e+01,4.718331129274670133e+00,5.849191220812415715e+00,4.919391986731898037e+00,1.297187982464524048e+01,2.106405236281437610e+01,2.212750856462456284e+01,6.438628329419227470e+00,1.136777755955882618e+01,-3.773915116538439918e-01,7.456433734719705164e+00,1.361771173445341887e+01,2.123012683582739157e+01,1.061827752879819897e+01,2.712746697480895719e+01,1.643420587704213887e+01,4.245598018546606234e+00,2.280898901935931811e+00,1.748386812263767709e+01,1.263670687177146412e+01,1.964115057574684542e+01,1.245088718973325470e+01,-8.805170470904933211e+00,2.619003297486568371e+01,1.807611532926665987e+01,1.237193787626413766e+01,-1.060726380321563411e+00,4.782587699073345355e+00,1.676573128878799324e+01,1.866746789576342280e+01,9.812425375785606363e+00,1.107915397678793212e+01,8.717284125318546018e+00,-4.282127957698373066e+00,5.948988997632605802e+00,1.121941133345412922e+01,-7.506475896557255112e+00,1.627445697544483494e+01,3.308651032767744304e+00
