,0,1
0,-50.0,-0.02025549648476439
1,-49.874937468734366,-0.10708682704094251
2,-49.74987493746873,-0.0062845411836031295
3,-49.6248124062031,-0.04493904947225837
4,-49.49974987493747,-0.05570762921451219
5,-49.37468734367184,0.0592578391057159
6,-49.2496248124062,-0.030894126873737774
7,-49.12456228114057,-0.015450330639927881
8,-48.999499749874936,0.005929068608137913
9,-48.8744372186093,0.019349460526274186
10,-48.749374687343675,-0.07777326531086058
11,-48.62431215607804,0.014417222264832795
12,-48.49924962481241,0.026067402944866883
13,-48.37418709354677,-0.040122718175878154
14,-48.24912456228114,-0.025825329451925057
15,-48.124062031015505,0.04981305361505819
16,-47.99899949974987,0.017603715841726576
17,-47.873936968484244,0.025479415560874085
18,-47.74887443721861,0.020773176938277
19,-47.62381190595298,-0.02206752323779236
20,-47.49874937468734,0.030121329387903493
21,-47.37368684342171,0.0015054221890391964
22,-47.248624312156075,0.09387602315339111
23,-47.12356178089045,-0.08679523245384224
24,-46.998499249624814,-0.010129157859133146
25,-46.87343671835918,0.014585748807348482
26,-46.748374187093546,0.05527095920996971
27,-46.62331165582791,-0.02449333050346445
28,-46.49824912456228,-0.07644517295113228
29,-46.37318659329665,0.02113348469342719
30,-46.24812406203102,0.025340198258921077
31,-46.12306153076538,-0.07606621931469991
32,-45.99799899949975,0.013779893634065954
33,-45.872936468234116,-0.055711970052901155
34,-45.74787393696848,-0.03100104358859245
35,-45.62281140570285,0.015887897708788415
36,-45.49774887443722,0.022025120603273756
37,-45.37268634317159,0.054377654201926445
38,-45.24762381190595,-0.07199534376511159
39,-45.12256128064032,0.02543381589882145
40,-44.997498749374685,0.045020766050903584
41,-44.87243621810905,-0.03560329773989743
42,-44.74737368684342,-0.028245466348656278
43,-44.62231115557779,0.015577650984652712
44,-44.49724862431216,0.005397730263850565
45,-44.37218609304652,0.06890676343308817
46,-44.24712356178089,-0.015879137739849704
47,-44.122061030515255,-0.0005264481628408015
48,-43.99699849924963,0.034032342230830764
49,-43.871935967983994,0.1047895685314186
50,-43.74687343671836,0.00511458901540166
51,-43.621810905452726,-0.007948198686309032
52,-43.49674837418709,0.01044647852090122
53,-43.37168584292146,0.03428708902997398
54,-43.246623311655824,0.05197363356570559
55,-43.1215607803902,-0.0037235058886856617
56,-42.99649824912456,-0.060634387354263235
57,-42.87143571785893,-0.011974058135723904
58,-42.746373186593296,-0.11102225310704898
59,-42.62131065532766,0.03324623412214036
60,-42.49624812406203,0.05340555015229792
61,-42.371185592796394,-0.12244982203548552
62,-42.24612306153077,-0.0013814823402006873
63,-42.12106053026513,-0.08316826814469278
64,-41.9959979989995,0.054575896717673794
65,-41.870935467733865,0.015235970128554143
66,-41.74587293646823,0.037474315235915795
67,-41.620810405202604,-0.026058997585239635
68,-41.49574787393696,0.026027120133301558
69,-41.37068534267134,-0.05045913453068249
70,-41.2456228114057,0.00032160528510334494
71,-41.12056028014007,-0.020193141576259316
72,-40.995497748874435,0.0029145279093574245
73,-40.8704352176088,0.023216433505388465
74,-40.745372686343174,-0.032222611257388026
75,-40.62031015507754,0.02304979892889891
76,-40.495247623811906,-0.06816914210985198
77,-40.37018509254627,-0.0036933992086471672
78,-40.24512256128064,-0.04649975635509848
79,-40.120060030015004,-0.034771842242999486
80,-39.99499749874937,0.0078049427386946675
81,-39.86993496748374,0.008754920809624782
82,-39.74487243621811,-0.005458956573292475
83,-39.619809904952476,-0.029889329562373824
84,-39.49474737368684,-0.0009161097122694951
85,-39.36968484242121,-0.02890281212245803
86,-39.24462231115558,0.05824839007385209
87,-39.11955977988994,-0.07979459575376291
88,-38.99449724862431,-0.02021338401362392
89,-38.86943471735868,-0.07865035995487141
90,-38.744372186093045,-0.007352581106875291
91,-38.61930965482741,-0.023097473485906826
92,-38.49424712356178,-0.005280674895391453
93,-38.36918459229615,0.013421595856114184
94,-38.24412206103052,0.004505093329861585
95,-38.11905952976488,0.05198635838562603
96,-37.99399699849925,0.05937675893708053
97,-37.868934467233615,0.008917992835173992
98,-37.74387193596798,-0.04307479929771663
99,-37.61880940470235,-0.12334375083185706
100,-37.49374687343672,-0.07707708736100956
101,-37.368684342171086,0.010113364714373935
102,-37.24362181090545,0.004098072321490286
103,-37.11855927963982,0.05872245143275302
104,-36.993496748374184,-0.020067010611249252
105,-36.86843421710856,-0.013921714244258624
106,-36.74337168584292,-0.03998972741367193
107,-36.61830915457729,-0.020802686149079094
108,-36.493246623311656,0.03803804979181318
109,-36.36818409204602,0.0038778019705767333
110,-36.24312156078039,-0.06287579705996117
111,-36.118059029514754,0.015482279992886245
112,-35.99299649824913,-0.007089885397264048
113,-35.86793396698349,-0.07908377789140841
114,-35.74287143571786,-0.015105053784745793
115,-35.617808904452225,0.02241159886779363
116,-35.49274637318659,0.033392650193704285
117,-35.36768384192096,-0.08782117387375321
118,-35.24262131065532,-0.10670017314526942
119,-35.1175587793897,-0.018097465176143624
120,-34.99249624812406,0.05355394201693988
121,-34.86743371685843,-0.0811066024717291
122,-34.742371185592795,0.025673607622769073
123,-34.61730865432716,0.009137274691539476
124,-34.492246123061534,0.05307571700033975
125,-34.36718359179589,-0.0618142682476499
126,-34.242121060530266,-0.08016980029811904
127,-34.11705852926463,0.009001778695838793
128,-33.991995997999,0.03758220137362895
129,-33.866933466733364,0.024104122615745772
130,-33.74187093546773,0.011592249092213272
131,-33.616808404202104,-0.04385188650770345
132,-33.49174587293646,0.030230179617718997
133,-33.366683341670836,-0.03588262795107794
134,-33.2416208104052,0.018411420223343015
135,-33.11655827913957,0.02764747290028863
136,-32.991495747873934,-0.0789093024332902
137,-32.8664332166083,0.08890072688752265
138,-32.74137068534267,0.04096708787572764
139,-32.61630815407703,0.07257600887671772
140,-32.491245622811405,0.04187997940659546
141,-32.36618309154577,0.02442245463101529
142,-32.24112056028014,-0.023908495978595654
143,-32.11605802901451,-0.08075985907812576
